orgao_emissor;tipo_de_documento;fornecedor_cnpj_cpf;fornecedor_nome_empresarial;numero;serie;sequencial;natureza;indicador_de_orcamento;item_da_nota_fiscal;codigo_do_item;desc_do_item_de_material;desc_da_unid_de_fornecimento;unid_orcamentaria;elemento_item_de_despesa;qtde_na_nota_fiscal;valor_unitario_r;valor_total_r
1250 - POLICIA MILITAR DE MINAS GERAIS;Outros;03.914.523/0001-31;GESET COMERCIO ASSISTENCIA TECNICA E LOCACOES MAQUINAS E DUPLICADORES LTDA;7595;;1;Serviço;Despesa extra orçamentária;1;89796;IMPRESSAO/COPIA MONOCROMATICA FORMATO A4 - (OUTSOURCING), PAPEL NAO INCLUSO;1,00 UNIDADE;1251;3919;242,0;0,0841;20,37
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;Outros;***.225.426-**;CLENO VICENTE RAMALHO JUNIOR;32026;;1;Serviço;Despesa orçamentária;1;4065;LOCACAO DE IMOVEL COMERCIAL -;1,00 MES;2011;3611;1,0;1700,0;1700,0
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;Outros;***.918.976-**;CESIO ROSA PEREIRA;32026;;1;Serviço;Despesa orçamentária;1;4065;LOCACAO DE IMOVEL COMERCIAL -;1,00 MES;2011;3611;1,0;1250,0;1250,0
1250 - POLICIA MILITAR DE MINAS GERAIS;Outros;03.914.523/0001-31;GESET COMERCIO ASSISTENCIA TECNICA E LOCACOES MAQUINAS E DUPLICADORES LTDA;7596;;1;Serviço;Despesa extra orçamentária;1;89796;IMPRESSAO/COPIA MONOCROMATICA FORMATO A4 - (OUTSOURCING), PAPEL NAO INCLUSO;1,00 UNIDADE;1251;3919;664,0;0,0841;55,9
1250 - POLICIA MILITAR DE MINAS GERAIS;Outros;03.914.523/0001-31;GESET COMERCIO ASSISTENCIA TECNICA E LOCACOES MAQUINAS E DUPLICADORES LTDA;7598;;1;Serviço;Despesa extra orçamentária;1;89796;IMPRESSAO/COPIA MONOCROMATICA FORMATO A4 - (OUTSOURCING), PAPEL NAO INCLUSO;1,00 UNIDADE;1251;3919;691,0;0,0841;58,17
2310 - UNIVERSIDADE ESTADUAL DE MONTES CLAROS;Nota fiscal;40.968.252/0001-23;MEDICINA SEGURA DISTRIBUICAO E PROMOCAO EM VENDAS LTDA;3389;1;1;Consumo;Despesa extra orçamentária;1;382221;"TORNEIRA CIRURGICA -  NUMERO DE VIAS:   3; VALVULA:   SEM VALVULA; EXTREMIDADE:   MACHO LUER LOCK REVERSIVEL E LOCK; ESTERIL:   SIM; MATERIA-PRIMA:   PLASTICO TRANSPARENTE; CARACTERISTICAS GERAIS:   ORIENTADOR DE FLUXO COLORIDO, COM SETAS VISIVEIS;";1,00 UNIDADE;2311;3010;40000,0;0,81;32400,0
2310 - UNIVERSIDADE ESTADUAL DE MONTES CLAROS;Nota fiscal;34.357.265/0001-63;MA SANDOVAL LTDA;1425;1;1;Consumo;Despesa orçamentária;1;306380;"POLIETILENOGLICOL -  IDENTIFICACAO:   ADITIVO EM UM MEIO DE BAIXA FORCA IONICA; FORMULA MOLECULAR:   NAO APLICAVEL; PESO MOLECULAR:   NAO APLICAVEL; FINALIDADE:   DETECCAO E IDENTIFICACAO DE ANTICORPOS IRREGULARES;";FRASCO 10,00 MILILITRO;2311;3013;110,0;21,87;2405,7
2310 - UNIVERSIDADE ESTADUAL DE MONTES CLAROS;Nota fiscal;34.357.265/0001-63;MA SANDOVAL LTDA;1425;1;1;Consumo;Despesa orçamentária;2;1058940;"ANTI-SOROS -  TIPO:   FENOTIPAGEM SANGUINEA; FINALIDADE:   SORO CONTROLE RH;";FRASCO 10,00 MILILITRO;2311;3013;45,0;20,6;927,0
2310 - UNIVERSIDADE ESTADUAL DE MONTES CLAROS;Nota fiscal;02.178.270/0001-12;VILSON VALENCA DOS SANTOS JUNIOR -ME;816;1;1;Consumo;Despesa extra orçamentária;1;285463;"ERVILHA -  TIPO:   EM CONSERVA;";LATA 2,00 QUILOGRAMA;2311;3008;26,0;27,18;706,68
2310 - UNIVERSIDADE ESTADUAL DE MONTES CLAROS;Nota fiscal;02.178.270/0001-12;VILSON VALENCA DOS SANTOS JUNIOR -ME;816;1;1;Consumo;Despesa extra orçamentária;2;393355;"MOLHO -  TIPO:   DE TOMATE;";1,00 UNIDADE;2311;3008;3,0;16,85;50,55
